,G_losses,D_losses
0,4.384697914123535,7.573216438293457
1,5.259986877441406,6.048846244812012
2,5.573489189147949,5.884089946746826
3,5.074056625366211,6.101643085479736
4,4.884769916534424,5.757342338562012
5,4.751843452453613,5.278306007385254
6,5.7647600173950195,5.330626487731934
7,5.922303199768066,5.141941547393799
8,5.857169151306152,5.056359767913818
9,5.224699020385742,5.115118980407715
10,5.807290077209473,5.059228897094727
11,5.903316497802734,5.1964335441589355
12,6.149745941162109,5.367038726806641
13,5.898213863372803,5.131016731262207
14,5.587465286254883,5.377745628356934
15,5.421788215637207,4.975930213928223
16,6.409185886383057,5.387685298919678
17,6.128948211669922,4.765615463256836
18,5.896920680999756,4.824411869049072
19,6.0416741371154785,4.889571666717529
20,6.301414489746094,4.6851325035095215
21,5.858392715454102,4.794668674468994
22,6.0543212890625,4.899090766906738
23,6.098515033721924,4.77553653717041
24,6.413710594177246,4.512823104858398
25,5.596936225891113,5.662182807922363
26,5.854122161865234,5.543013095855713
27,6.862077236175537,5.268856525421143
28,5.99564266204834,4.90883731842041
29,5.68942928314209,4.874144077301025
30,6.317586421966553,4.747415542602539
31,6.882177352905273,4.742403030395508
32,7.103388786315918,4.745870113372803
33,6.887572288513184,4.768243312835693
34,6.678005695343018,4.782386779785156
35,6.3647356033325195,4.552755355834961
36,6.700339317321777,4.580395698547363
37,6.83090353012085,4.128373622894287
38,6.766506195068359,4.483963966369629
39,6.365265846252441,4.54442024230957
40,6.887324333190918,4.45697546005249
41,7.059569358825684,4.624917030334473
42,7.586835861206055,4.231387615203857
43,6.628213882446289,4.098114013671875
44,6.862794399261475,4.392721176147461
45,6.75587272644043,3.9557132720947266
46,7.469268321990967,4.305259704589844
47,8.032136917114258,3.7163381576538086
48,7.091090202331543,4.377991199493408
49,6.799848556518555,4.189751625061035
50,5.981611251831055,5.144820690155029
51,6.967345714569092,4.646517276763916
52,7.944820880889893,4.24342155456543
53,7.273490905761719,4.300260066986084
54,6.779986381530762,4.084755897521973
55,6.942294597625732,4.267693519592285
56,8.116717338562012,3.994868755340576
57,8.294327735900879,3.5967483520507812
58,7.259970188140869,4.216897964477539
59,6.741170406341553,4.0784759521484375
60,7.2897210121154785,4.2233381271362305
61,8.004450798034668,4.3454108238220215
62,8.243765830993652,3.941680908203125
63,7.9115705490112305,4.037699222564697
64,8.050545692443848,3.9508066177368164
65,7.994112014770508,3.375185012817383
66,8.680709838867188,3.5873656272888184
67,8.828683853149414,2.7878479957580566
68,7.916029930114746,3.9955267906188965
69,7.857576847076416,3.7497758865356445
70,7.955218315124512,3.577670097351074
71,8.026890754699707,4.045348167419434
72,8.40629768371582,3.691126585006714
73,8.116662979125977,3.518587112426758
74,6.889689922332764,3.8729867935180664
75,5.018285751342773,5.200289726257324
76,7.275417327880859,5.014575004577637
77,8.99170970916748,3.664783239364624
78,7.9902849197387695,4.496492385864258
79,7.258037567138672,4.139789581298828
80,8.017054557800293,4.170339584350586
81,8.303935050964355,4.0076518058776855
82,8.9697265625,3.6698668003082275
83,8.284314155578613,3.3766369819641113
84,8.21227741241455,3.9410910606384277
85,7.8826141357421875,3.888688087463379
86,8.038747787475586,4.148821830749512
87,7.156822681427002,3.491657257080078
88,8.401321411132812,4.053422927856445
89,7.6029510498046875,3.877866268157959
90,8.003495216369629,3.152149200439453
91,8.5078125,3.822260856628418
92,8.421258926391602,3.712355136871338
93,6.696389198303223,3.4390058517456055
94,7.416627883911133,4.401405334472656
95,7.79335880279541,3.5195274353027344
96,8.196770668029785,3.8037607669830322
97,8.1964111328125,3.220264434814453
98,6.184556007385254,5.038448333740234
99,7.105884075164795,4.316470623016357
100,6.814936637878418,5.085692882537842
101,7.502311706542969,4.604815483093262
102,7.448678016662598,4.982725143432617
103,8.008261680603027,3.868086099624634
104,7.1094560623168945,4.046666622161865
105,9.361191749572754,3.8164334297180176
106,7.431923866271973,4.020898342132568
107,7.200526714324951,3.6351590156555176
108,8.962773323059082,3.9106338024139404
109,4.767888069152832,4.258443832397461
110,7.115588188171387,4.378491401672363
111,9.271132469177246,3.649796724319458
112,6.680834770202637,3.6255462169647217
